File,Section,Flags,Clauses 
4Sports GmbH anno.jsonl,"§ 13 Einziehung von Geschäftsanteilen, Abfindung 1. 
Die Einziehung von Geschäftsanteilen ist zulässig. 2. 
Ohne Zustimmung des betroffenen Gesellschafters ist die Einziehung von Geschäftsanteilen in den in diesem Gesellschaftsvertrag bestimmten Fällen sowie dann zulässig, wenn a) über dessen Vermögen das Insolvenzverfahren eröffnet wird oder die Eröffnung eines solchen Verfahrens mangels einer die Verfahrenskosten deckenden Masse abgelehnt wird; b) die Zwangsvollstreckung in dessen Geschäftsanteil betrieben wird und die Vollstreckungsmaßnahme nicht innerhalb von zwei Monaten seit ihrer Einleitung wieder aufgehoben wird; c) der Inhaber des einzuziehenden Geschäftsanteils die Gesellschaft gekündigt hat; d) ein Gesellschafter stirbt, innerhalb von sechs Monaten nach Bekanntwerden des Todesfalls bei der Gesellschaft; e) in der Person des Gesellschafters sonst ein wichtiger Grund gegeben ist, der seine Ausschließung aus der Gesellschaft rechtfertigt bzw. seinen Verbleib in der Gesellschaft für die weiteren Gesellschafter unzumutbar macht. 3. 
Steht ein Geschäftsanteil mehreren Gesellschaftern gemeinschaftlich zu, genügt es, wenn ein Einziehungsgrund in der Person nur eines Mitgesellschafters vorliegt. 4. 
Die Einziehung wird von der Gesellschafterversammlung mit einfacher Mehrheit der abgegebenen Stimmen beschlossen und durch Mitteilung der Geschäftsführer in vertretungsberechtigter Zahl wirksam mit der Folge, dass der betroffene Gesellschafter, unabhängig von der Zahlung einer  Abfindung, mit unmittelbarer Wirkung aus der Gesellschaft ausscheidet. 
Gleichzeitig ist die Aufstockung der bestehenden Geschäftsanteile oder, sofern rechtlich zulässig, eine Herabsetzung des Stammkapitals zu beschließen. 
Statt der Einziehung können die Gesellschafter beschließen, dass der betroffene Gesellschafter den Geschäftsanteil auf die Gesellschaft oder auf eine im Beschluss zu benennende Person zu übertragen hat. 5. 
Der betroffene Gesellschafter hat bei der Fassung der vorstehenden Beschlüsse kein Stimmrecht in der Gesellschafterversammlung. 6. 
Im Fall der Einziehung oder Zwangsabtretung hat der betroffene Gesellschafter Anspruch auf eine Abfindung in Höhe von 75 % des Verkehrswerts des eingezogenen Geschäftsanteils. 
Stichtag der Bewertung ist das Ende des letzten Geschäftsjahres vor der Einziehung oder Zwangsabtretung. 
Der Wert des Geschäftsanteils des betroffenen Gesellschafters wird bestimmt, indem der Wert der Gesellschaft ohne Abzüge anteilig auf den Geschäftsanteil umgerechnet wird. 
Die Bewertung des Geschäftsanteils und die Höhe der Abfindung soll zunächst durch den Steuerberater der Gesellschaft erfolgen, nur im Streitfall gilt zusätzlich Absatz 8. 7. 
Die Abfindung ist in drei gleichen Jahresraten zu entrichten, die erste Rate ist 12 Monate nach dem Zugang des Einziehungs- bzw. 
Zwangsabtretungsbeschlusses fällig und zahlbar, im Fall der Zwangsabtretung jedoch frühestens am Tage der Abtretung. 
Der Abfindungsbetrag ist bzw. noch nicht gezahlte Teilbeträge sind ab dem Tage des Zugangs des Einziehungs- bzw. 
Zwangsabtretungsbeschlusses mit 5 % p.a. zu verzinsen. 
Die Zinsen sind halbjährlich zu zahlen. 
Steht die Höhe des Abfindungsbetrages zum Zeitpunkt der Fälligkeit der ersten Rate noch nicht fest, ist ein von der Gesellschaft festzusetzender angemessener Abschlagsbetrag zu zahlen. 
Schuldner des Abfindungsbetrages ist im Fall der Einziehung die Gesellschaft, im Fall der Zwangsabtretung der Erwerber des Geschäftsanteils, die Gesellschaft haftet in diesem Fall als Bürge. 8. 
Streitigkeiten über den Wert des Geschäftsanteils und die Höhe der Abfindung werden auf Antrag eines Beteiligten von einem durch die Wirtschaftsprüferkammer KöR, Rauchstraße 26, 10787 Berlin zu benennenden Wirtschaftsprüfer / eine Wirtschaftsprüfungsgesellschaft als Schiedsgutachter § 317 BGB) für alle Beteiligten endgültig entschieden. 
Der Wirtschaftsprüfer hat auch über die Kosten seiner Inanspruchnahme entsprechend den Bestimmungen der § 91 ff. 
ZPO zu befinden. 
Streitigkeiten über den Wert des Geschäftsanteils und die Höhe der Abfindung lassen das Ausscheiden unberührt.","Green Flag, Green Flag, Green Flag","Einziehung, Abfindung, Einziehung, Einziehung, Einziehung, Einziehung, Einziehung, Einziehung, Abfindung, Abfindung, Rechtliche_Bezüge, Rechtliche_Bezüge"
4Sports GmbH anno.jsonl,"§ 14 Auflösung und Abwicklung 1. 
Die Auflösung der Gesellschaft kann nur einstimmig beschlossen werden. 2. 
Liquidatoren sind die Geschäftsführer, soweit nicht durch Gesellschafterbeschluss andere Liquidatoren bestellt werden. 3. 
Das nach Befriedigung der Gläubiger verbleibende Vermögen der Gesellschaft ist im Verhältnis der Geschäftsanteile unter den Gesellschaftern zu verteilen.",Green Flag,"Sonstige_Klauseln, Sonstige_Klauseln, Sonstige_Klauseln, Sonstige_Klauseln"
4Sports GmbH anno.jsonl,§ 15 Bekanntmachungen Bekanntmachungen der Gesellschaft erfolgen nur im Bundesanzeiger.,Green Flag,"Sonstige_Klauseln, Sonstige_Klauseln"
4Sports GmbH anno.jsonl,"§ 16 Sonstiges Die Unwirksamkeit einzelner Bestimmungen dieses Vertrags lässt die Wirksamkeit des Vertrags im Übrigen unberührt. 
In einem solchen Fall ist die ungültige Bestimmung durch eine zulässige Regelung zu ersetzen, die dem gewünschten wirtschaftlichen Ergebnis am nächsten kommt.",Green Flag,"Sonstige_Klauseln, Sonstige_Klauseln"
4Sports GmbH anno.jsonl,"§ 17 Gründungskosten Die Kosten für die Beurkundung der Gründung der Gesellschaft und ihrer Eintragung im Handelsregister, im Zusammenhang mit der Gründung evtl. anfallende Steuern sowie auch ein weiterer Gründungsaufwand wie zum Beispiel Beratungskosten trägt die Gesellschaft bis zu einem Betrag von 2.500,00 € (in Worten zweitausendfünfhundert Euro).",Green Flag,"Kosten, Kosten"
AK 57 Flensburg GmbH anno.jsonl,Gesellschaftsvertrag der AK 57 Flensburg GmbH,,TITEL
AK 57 Flensburg GmbH anno.jsonl,"§ 1 Firma, Sitz und Rechtsform 1.1. 
Die Firma der Gesellschaft lautet AK 46 Flensburg GmbH. 1.2. 
Die Gesellschaft hat ihren Sitz in Flensburg. 1.3. 
Die Gesellschaft ist eine Gesellschaft mit beschränkter Haftung.","RED FLAG, RED FLAG","Firma, Firma, Sitz, Sonstige_Klauseln, Sitz, Sonstige_Klauseln"
AK 57 Flensburg GmbH anno.jsonl,"§ 2 Gegenstand des Unternehmens Gegenstand des Unternehmens ist die erlaubnisfreie Verwaltung eigenen Vermögens, insbesondere die Nutzung und Verwaltung von Grundbesitz sowie die Beteiligung an anderen Gesellschaften und die Tätigkeit als geschäftsleitende Holding. 
Die Gesellschaft kann Grundbesitz kaufen und verkaufen, projektieren und entwickeln, erschließen und bebauen, vermieten und verpachten oder in sonstiger Weise nutzen. 
Die Gesellschaft kann andere Unternehmen und Gesellschaften - auch mit einem abweichenden Unternehmensgegenstand - errichten, erwerben, sich an solchen beteiligen, bei ihnen die persönliche Haftung übernehmen und deren Geschäfte führen, auch soweit hierzu bei den Beteiligungsunternehmen für deren Tätigkeit eine Erlaubnis notwendig ist.",RED FLAG,"Gegenstand, Gegenstand"
AK 57 Flensburg GmbH anno.jsonl,"§ 3 Stammkapital 3.1. 
Das Stammkapital der Gesellschaft beträgt 25.000,00 €. 
Eine Nachschusspflicht ist ausgeschlossen. 
Es haben übernommen: • Anita Luttermann, geboren am 14.12.1946, wohnhaft in Flensburg, einen Geschäftsanteil im Nennbetrag zu 7.500,00 €. • Kim Maurice Zemma, geboren am 15.10.2002, wohnhaft in Flensburg, einen Geschäftsanteil im Nennbetrag zu 7.500,00 €. • Thorsten Zemma, geboren am 02.07.1975, wohnhaft in Glücksburg, einen Geschäftsanteil im Nennbetrag zu 10.000,00 €. 
 3.2. 
Die Einlagen der Gesellschafter sind in Geld zu leisten.",RED FLAG,"Stammeinlagen, Stammkapital, Stammkapital"
AK 57 Flensburg GmbH anno.jsonl,"§ 4 Vertretung Die Gesellschaft wird durch einen Geschäftsführer vertreten, wenn er alleiniger Geschäftsführer ist. 
Sonst wird die Gesellschaft gemeinschaftlich von zwei Geschäftsführern oder einem Geschäftsführer und einem Prokuristen vertreten. 
Die Geschäftsführer können von den Beschränkungen des § 181 BGB befreit werden. 
Einzelnen oder allen Geschäftsführern kann Einzelvertretungsbefugnis erteilt werden.",Orange Flag,"Vertretung, Vertretung, Vertretung"
AK 57 Flensburg GmbH anno.jsonl,"§ 5 Geschäftsführung 5.1. 
Die Gesellschaft hat einen oder mehrere Geschäftsführer. 
Die Geschäftsführer führen die Geschäfte der Gesellschaft gemeinschaftlich, unbeschadet ihrer Vertretungsmacht nach außen. 5.2. 
Die Beschlüsse der Geschäftsführer werden mit einfacher Mehrheit der abgegebenen Stimmen gefasst. 
Jeder Geschäftsführer hat eine Stimme, die Gesellschafter können einzelnen Geschäftsführern zwei oder mehr Stimmen zuweisen. 
Stimmenthaltungen werden bei der Zahl der abgegebenen Stimmen nicht mitgezählt. 5.3. 
Die Gesellschafter können die Geschäftsführung abweichend regeln, insbesondere eine Geschäftsordnung aufstellen. 5.4. 
Die Befugnis zur Geschäftsführung erstreckt sich auf alle Handlungen, die der gewöhnliche Geschäftsbetrieb der Gesellschaft mit sich bringt oder die ggf. von einem durch Gesellschafterbeschluss legitimierten Plan oder Budget gedeckt sind. 5.5. 
Die Gesellschafter können - auch in einseitiger Ergänzung oder Änderung des Anstellungsvertrages oder der vorstehenden Regelung – durch Beschluss einen Katalog von zustimmungsbedürftigen Handlungen aufstellen, bestimmte Handlungen von der Zustimmungspflicht ausnehmen, sowie Weisungen für den Einzelfall erteilen. 
 5.6. 
Soweit die Geschäftsführer die Geschäfte der Beteiligungsgesellschaften führen, haben sie die für diese Gesellschaften aufgestellten Regelungen zu beachten.",Orange Flag,"Geschäftsführung, Geschäftsführung"
AK 57 Flensburg GmbH anno.jsonl,"§ 6 Gesellschafterstellung 6.1. 
Grundsätzlich soll jeder Gesellschafter die mit seiner Stellung als Gesellschafter verbundenen Belange (Rechte, Pflichten etc.) persönlich wahrnehmen. 
Das gilt insbesondere für die Teilnahme an Gesellschafterversammlungen und sonstigen Sitzungen sowie für die Ausübung von Stimm-, Auskunfts-, Einsichts- und sonstigen Rechten. 
Eine Vertretung ist jedoch zulässig. 6.2. 
Für jeden Gesellschafter kann als Vertreter jeweils nur eine Person die Belange wahrnehmen, insbesondere Rechte ausüben. 
Diese Person muss befugt sein, den Gesellschafter allein und ohne Einschränkung zu vertreten. 
Steht ein Geschäftsanteil ungeteilt mehreren Personen zu, so müssen sie sich durch einen gemeinsamen Bevollmächtigten vertreten lassen. 
Entsprechendes gilt bei gesetzlicher oder vereinbarter Gesamtvertretung von Organen. 6.3. 
Vertreter kann ein anderer Gesellschafter, ein Betreuer, ein zugelassener Rechtsanwalt, Steuerberater oder Wirtschaftsprüfer, der Ehegatte oder eine mit dem Gesellschafter im ersten Grad verwandte bzw. verschwägerte Person sein. 
Andere Personen können ohne Angabe von Gründen von dem Versammlungsleiter abgelehnt werden. 
Sie können sich jedoch ihrerseits durch einen zugelassenen Vertreter vertreten lassen. 6.4. 
Der Vertreter hat sich gegenüber der Gesellschaft und den Gesellschaftern durch Vorlage einer schriftlichen Vollmacht auszuweisen. 
Einschränkungen in der Vertretungsmacht müssen in der Vollmachtsurkunde dokumentiert sein. 
Im Falle der Nichtvorlage der Vollmachtsurkunde oder bei Einschränkungen der Vertretungsmacht kann der Vertreter abgelehnt werden. 6.5. 
Wenn der Gesellschafter nicht in der Lage ist, seine Belange persönlich wahrzunehmen, und ein Vertreter nicht bestellt oder abgelehnt worden ist, ruhen seine Rechte mit Ausnahme des Gewinnbezugsrechtes. 
Entsprechendes gilt, wenn ein gemeinsamer Bevollmächtigter erforderlich aber nicht vorhanden ist. 
 6.6. 
Eine Testamentsvollstreckung ist zulässig, und zwar sowohl in Dauer als auch für die Auseinandersetzung. 
Für den Testamentsvollstrecker gelten die gleichen Bestimmungen wie für einen Vertreter, ausgenommen das Erfordernis der persönlichen Qualifikation gemäß Ziffer 6.3. 6.7. 
Die Gesellschafter können bei der Wahrnehmung ihrer Belange, insbesondere bei Gesellschafterversammlungen, ihren Ehepartner, einen zugelassenen Rechtsanwalt, Steuerberater oder Wirtschaftsprüfer hinzuziehen. 
Andere Personen können ohne Angabe von Gründen abgelehnt werden.","Green Flag, Green Flag","Sonstige_Klauseln, Sonstige_Klauseln"
AK 57 Flensburg GmbH anno.jsonl,"§ 7 Wettbewerb und Verschwiegenheit 7.1. 
Die Gesellschafter können einzelne Gesellschafter und Geschäftsführer der Gesellschaft von jedem gesetzlichen und vertraglichen Wettbewerbsverbot befreien. 7.2. 
Die Gesellschafter sind verpflichtet, Verschwiegenheit über alle ihnen im Zusammenhang mit ihrer Stellung als Gesellschafter bekannt gewordenen Angelegenheiten der Gesellschaft selbst und auch aller anderen Gesellschafter zu bewahren, soweit nicht offensichtlich ist, dass ein Interesse an der Verschwiegenheit nicht besteht oder der betreffende Umstand ohne Verschulden des Verpflichteten offenkundig geworden ist. 
Diese Pflicht gilt uneingeschränkt auch nach Beendigung der Gesellschaft bzw. nach Ausscheiden des Gesellschafters aus der Gesellschaft, egal aus welchem Grund.",Green Flag,"Wettbewerb, Sonstige_Klauseln, Sonstige_Klauseln, Wettbewerb"
AK 57 Flensburg GmbH anno.jsonl,"§ 8 Gesellschafterbeschlüsse 8.1. 
Alle Entscheidungen, Zustimmungen und sonstigen Bestimmungen der Gesellschafter erfolgen durch Beschluss. 
Die Beschlüsse werden in den Versammlungen gefasst. 
Außerhalb von Versammlungen können sie, soweit nicht zwingendes Recht entgegensteht, mündlich, schriftlich im Umlaufverfahren, oder in sonst geeigneter Weise durch Abstimmung gefasst werden, wenn sich jeder Gesellschafter persönlich oder durch einen Vertreter an der Abstimmung beteiligt und keine Einwendungen gegen dieses Verfahren erhoben werden oder das Gesetz eine solche Abstimmung vorsieht. 
 8.2. 
Die Beschlüsse werden mit einfacher Mehrheit der abgegebenen Stimmen gefasst, soweit nicht der Gesellschaftsvertrag oder das Gesetz zwingend eine andere Mehrheit vorschreiben. 
Abgestimmt wird nach Geschäftsanteilen. 
Je 1,00 € eines Geschäftsanteiles gewähren eine Stimme. 8.3. 
Ein Gesellschafter hat kein Stimmrecht, wenn er entlastet, sein Anteil eingezogen oder verwertet, einem Rechtsgeschäft mit ihm, der Geltendmachung von Ansprüchen oder Prozesshandlungen gegen ihn zugestimmt werden soll. 
Er kann sich insoweit nicht vertreten lassen und auch nicht das Stimmrecht für andere ausüben. 
Vorsorglich wird klargestellt, dass folgende Beschlussgegenstände nicht unter das Stimmverbot fallen: die Einforderung von Einlagen, die Bestellung und ordentliche Abberufung von Geschäftsführern, der Abschluss von Unternehmensverträgen. 8.4. Über die Beschlüsse ist eine von allen teilnehmenden Gesellschaftern zu unterzeichnende Niederschrift anzufertigen, sofern sie nicht in das Protokoll der Versammlung aufgenommen werden. 
Ziffer 9.9 gilt entsprechend. 8.5. 
Die Befugnis, Beschlüsse anzufechten, wird für folgende Fälle ausgeschlossen: 8.5.1. 
Der Gesellschafter war bei der Beschlussfassung anwesend oder wirksam vertreten und hat dem Beschluss nicht innerhalb eines Monates schriftlich gegenüber der Gesellschaft widersprochen. 8.5.2. 
Die Klage wird nicht innerhalb eines Monates nach Zugang des Protokolls erhoben.",Green Flag,"Gesellschafterbeschlüsse, Gesellschafterbeschlüsse"
AK 57 Flensburg GmbH anno.jsonl,"§ 9 Gesellschafterversammlung 9.1. 
Die Gesellschafterversammlung ist zumindest einmal jährlich einzuberufen. 
Sie ist weiter einzuberufen, wenn es im Wohl oder Interesse der Gesellschaft erforderlich erscheint oder ein Gesellschafter es verlangt. 
Sie wird durch die Geschäftsführung einberufen, jeder Geschäftsführer ist dazu allein berechtigt. 
Personen, die in das Handelsregister als Geschäftsführer eingetragen sind, gelten insoweit als befugt. 
 9.2. 
Alle Gesellschafter sind zur Versammlung mit einer Frist von mindestens zwei Wochen unter Angabe von Ort, Zeit und Tagesordnung zu laden. 
Die Ladung erfolgt in Textform an die letzte bekannte Adresse des Gesellschafters. 
Der Lauf der Frist beginnt mit dem der Absendung folgenden Tag. 
Der Tag der Versammlung wird bei der Berechnung der Frist nicht mitgezählt. 
Die Tagesordnung kann im Nachhinein ergänzt werden; die Ergänzung muss in Textform erfolgen und den Gesellschaftern spätestens drei Tage vor der Versammlung zugehen. 9.3. 
Sofern alle Gesellschafter einverstanden sind, können sie jederzeit unter Verzicht auf Form- und Fristerfordernisse zu einer Versammlung zusammentreten. 9.4. 
Die Versammlung findet am Verwaltungssitz der Gesellschaft statt; für einen anderen Versammlungsort ist die Zustimmung aller Gesellschafter erforderlich. 9.5. 
Die Versammlung wird von dem Gesellschafter mit der höchsten Kapitalbeteiligung geleitet. 
Bei Kapitalgleichheit leitet die Versammlung der älteste Gesellschafter bzw. der älteste Vertreter eines Gesellschafters. 
Die Gesellschafterversammlung kann mit einfacher Mehrheit etwas anderes bestimmen. 
Der Versammlungsleiter stellt insbesondere die Tagesordnungspunkte zur Abstimmung. 
Die Reihenfolge der Abstimmung sowie deren Verfahren bestimmt er nach billigem Ermessen. 
Der Versammlungsleiter stellt die Beschlüsse fest und verkündet sie. 9.6. 
Die Versammlung kann per Videokonferenz stattfinden, sofern alle Gesellschafter in zumutbarer Entfernung Zugang zu einer Videoanlage haben. Über die Art der Durchführung der Versammlung entscheidet die Geschäftsführung in freiem Ermessen. 9.7. 
Die Versammlung ist nur dann beschlussfähig, wenn alle stimmberechtigten Stimmen vertreten sind. 
Kommt eine beschlussfähige Versammlung nicht zustande, so kann eine zweite Versammlung einberufen werden, die dann ohne Rücksicht auf die Zahl der vertretenen Stimmen beschlussfähig ist. 
Für die Einberufung sind die Bestimmungen in Ziffer 9.2 maßgebend mit folgenden Ergänzungen: Die Einberufung muss innerhalb von zwei Wochen nach der fehlgeschlagenen Versammlung erfolgen. 
Sie kann auch durch Beschluss der in der Hauptsache beschlussunfähigen Versammlung erfolgen. 
Die Ladungsfrist kann auf eine Woche verkürzt werden. 
In der Ladung ist auf die erste fehlgeschlagene Versammlung und darauf hinzuweisen, dass die neue Versammlung ohne Rücksicht auf die Zahl der vertretenen Stimmen beschlussfähig ist. 
 9.8. 
Der Leiter der Versammlung kann einen Protokollführer und weitere Berater, die von der Gesellschaft beauftragt sind, hinzuziehen. 9.9. 
Soweit über die Verhandlung der Versammlung nicht eine notarielle Niederschrift aufgenommen wird, ist von dem Leiter bzw. dem Protokollführer lediglich zu Beweiszwecken ein Protokoll anzufertigen. 
Darin sind Ort und Tag der Sitzung, die Teilnehmer, die Gegenstände der Tagesordnung, der wesentliche Inhalt der Verhandlung und die Beschlüsse der Versammlung anzugeben. 
Das Protokoll ist von dem Leiter zu unterzeichnen und jedem Gesellschafter in Kopie zu übersenden. 
Das Protokoll soll auf der nächsten Versammlung genehmigt werden.","Green Flag, Green Flag","Gesellschafterversammlung, Gesellschafterversammlung"
